dcid,year,HivNewInfectionsMalePeople
country/STP,2014,100.0
country/STP,2018,100.0
country/STP,2020,100.0
country/SAU,1994,1000.0
country/SAU,2008,100.0
country/SAU,2013,500.0
country/SAU,2015,500.0
country/SAU,2017,500.0
country/SAU,2020,1000.0
country/SAU,2021,1000.0
country/SAU,2022,1200.0
country/SEN,1991,1100.0
country/SEN,1997,3200.0
country/SEN,2003,2700.0
country/SEN,2017,1000.0
country/SEN,2022,1000.0
country/SRB,1991,100.0
country/SRB,1992,100.0
country/SRB,1994,100.0
country/SRB,1996,100.0
country/SRB,2004,100.0
country/SRB,2007,500.0
country/SRB,2008,500.0
country/SRB,2010,500.0
country/SRB,2014,500.0
country/SRB,2017,500.0
country/SRB,2018,500.0
country/SLE,1994,2800.0
country/SLE,2006,3100.0
country/SLE,2010,2700.0
country/SLE,2016,2100.0
country/SLE,2022,1500.0
country/SVK,1990,100.0
country/SVK,1991,100.0
country/SVK,1994,100.0
country/SVK,2004,100.0
country/SVK,2014,100.0
country/SVK,2016,100.0
country/SVK,2022,100.0
country/ZAF,1992,110000.0
country/ZAF,1994,160000.0
country/ZAF,1996,190000.0
country/ZAF,1998,210000.0
country/ZAF,2004,200000.0
country/ZAF,2009,160000.0
country/ZAF,2012,140000.0
country/ZAF,2016,99000.0
country/SSD,1993,5000.0
country/SSD,1997,6200.0
country/SSD,1999,6400.0
country/SSD,2000,6100.0
country/SSD,2002,6100.0
country/SSD,2004,6900.0
country/SSD,2017,5700.0
country/SSD,2021,4200.0
country/LKA,1992,100.0
country/LKA,1995,500.0
country/LKA,2001,500.0
country/LKA,2015,500.0
country/LKA,2019,500.0
country/LKA,2020,500.0
country/LKA,2021,500.0
country/SDN,1999,1300.0
country/SDN,2003,1400.0
country/SDN,2009,1300.0
country/SDN,2010,1400.0
country/SDN,2016,1600.0
country/SUR,1993,500.0
country/SUR,2006,500.0
country/SUR,2019,500.0
country/SUR,2020,500.0
country/SYR,1990,100.0
country/SYR,1995,100.0
country/SYR,1998,100.0
country/SYR,1999,100.0
country/SYR,2001,100.0
country/SYR,2005,100.0
country/SYR,2006,100.0
country/SYR,2014,100.0
country/SYR,2021,100.0
country/TJK,1995,100.0
country/TJK,1997,100.0
country/TJK,1999,100.0
country/TJK,2003,100.0
country/TJK,2005,500.0
country/TJK,2009,500.0
country/TJK,2011,500.0
country/TJK,2017,1000.0
country/TJK,2021,1000.0
country/THA,1992,110000.0
country/THA,1999,21000.0
country/THA,2004,14000.0
country/THA,2013,9900.0
country/THA,2014,9900.0
country/THA,2016,8800.0
country/THA,2017,8500.0
country/THA,2019,7900.0
country/THA,2020,7700.0
country/THA,2021,7600.0
country/TLS,1991,100.0
country/TLS,1998,100.0
country/TLS,2001,100.0
country/TLS,2002,100.0
country/TLS,2003,100.0
country/TLS,2005,100.0
country/TLS,2006,100.0
country/TLS,2008,100.0
country/TLS,2013,100.0
country/TLS,2015,100.0
country/TGO,1997,7200.0
country/TGO,2003,4800.0
country/TGO,2004,4400.0
country/TGO,2008,3600.0
country/TGO,2009,3300.0
country/TGO,2018,1500.0
country/TGO,2019,1300.0
country/TGO,2022,1000.0
country/UGA,1991,45000.0
country/UGA,1993,44000.0
country/UGA,2001,42000.0
country/UGA,2008,38000.0
country/UGA,2009,38000.0
country/UGA,2010,36000.0
country/UGA,2021,19000.0
country/UGA,2022,19000.0
country/TZA,1995,67000.0
country/TZA,2002,54000.0
country/TZA,2009,41000.0
country/TZA,2019,23000.0
country/TZA,2022,11000.0
country/URY,1993,500.0
country/URY,2000,500.0
country/URY,2006,500.0
country/URY,2011,1000.0
country/URY,2012,1000.0
country/URY,2018,1000.0
country/URY,2020,1000.0
country/VNM,1993,9000.0
country/VNM,1995,14000.0
country/VNM,1997,14000.0
country/VNM,2005,12000.0
country/VNM,2009,9800.0
country/VNM,2013,8100.0
country/VNM,2014,8000.0
country/VNM,2016,7100.0
country/YEM,1992,500.0
country/YEM,2000,500.0
country/YEM,2005,500.0
country/YEM,2007,500.0
country/YEM,2010,500.0
country/YEM,2011,500.0
country/YEM,2015,500.0
country/YEM,2016,500.0
country/YEM,2019,500.0
country/ZMB,2001,36000.0
country/ZMB,2002,36000.0
country/ZMB,2005,34000.0
country/ZMB,2008,31000.0
country/ZMB,2011,30000.0
country/ZMB,2013,29000.0
country/ZMB,2015,26000.0
country/ZMB,2017,25000.0
country/ZMB,2020,16000.0
country/ZWE,1991,110000.0
country/ZWE,1994,91000.0
country/ZWE,1997,70000.0
country/ZWE,1998,65000.0
country/ZWE,1999,61000.0
country/ZWE,2003,49000.0
country/ZWE,2004,47000.0
country/ZWE,2007,41000.0
country/ZWE,2012,27000.0
country/ZWE,2014,22000.0
country/ZWE,2015,21000.0
country/ZWE,2016,17000.0
country/ZWE,2020,8200.0
country/ZWE,2021,7500.0
Earth,1994,1600000.0
Earth,1998,1500000.0
Earth,1999,1400000.0
Earth,2001,1300000.0
Earth,2004,1200000.0
Earth,2005,1200000.0
Earth,2007,1100000.0
Earth,2015,900000.0
Earth,2017,840000.0
Earth,2018,810000.0
Earth,1992,1500000.0
Earth,1996,1600000.0
Earth,1997,1600000.0
Earth,2003,1300000.0
Earth,2011,1000000.0
Earth,2012,1000000.0
Earth,2014,930000.0
Earth,2022,710000.0
Earth,1990,1200000.0
Earth,1995,1600000.0
Earth,2002,1300000.0
Earth,2006,1200000.0
Earth,2008,1100000.0
Earth,2010,1100000.0
Earth,2016,880000.0
Earth,2019,780000.0
Earth,2020,760000.0
Earth,1991,1400000.0
Earth,1993,1500000.0
Earth,2000,1400000.0
Earth,2009,1100000.0
Earth,2013,960000.0
Earth,2021,730000.0
