dcid,sentence
Sales_Establishment_ManufacturerSalesBranchesAndOffices_NAICSWholesaleTrade_WithPayroll,"Sales of Manufacturer Sales Branches And Offices, Wholesale Trade Establishments"
Sales_Establishment_NAICSAccommodationFoodServices_WithPayroll,Sales of Accommodation and Food Services Establishments
Sales_Establishment_NAICSWholesaleTrade_WithPayroll,Sales of Wholesale Trade Establishments
Sales_Establishment_USC_MerchantWholesalers_NAICSWholesaleTrade_WithPayroll,"Sales of USC Merchant Wholesalers, Wholesale Trade Establishments"
sdg/AG_FOOD_WST,Total food waste
sdg/AG_FOOD_WST_PC,Food waste per capita
sdg/AG_LND_FRST,Forest area as a proportion of total land area
sdg/AG_LND_FRSTBIOPHA,Above-ground biomass in forest
sdg/AG_LND_FRSTCHG,forest area change rate
sdg/AG_LND_FRSTN,Forest area
sdg/AG_LND_FRSTPRCT,Proportion of forest area within legally established protected areas
sdg/DC_ODA_BDVDL,Total official development assistance for biodiversity
sdg/EG_FEC_RNEW,Renewable energy share in the total final energy consumption
sdg/EN_EWT_GENPCAP,Electronic waste generated per capita
sdg/EN_EWT_GENV,Electronic waste generated
sdg/EN_MAR_BEALIT_BP,Beach litter originating from national land-based sources that ends in the beach
sdg/EN_MAR_BEALIT_OP,Beach litter originating from national land-based sources that ends in the ocean
sdg/EN_MAR_BEALITSQ,Beach litter per square kilometer
sdg/EN_MAR_PLASDD,Floating plastic debris density
sdg/EN_MAT_DOMCMPG,Domestic material consumption per unit of GDP
sdg/EN_MAT_DOMCMPT,Domestic material consumption
sdg/EN_MAT_DOMCMPT.PRODUCT--MF1,Domestic Biomass material consumption
sdg/EN_MAT_DOMCMPT.PRODUCT--MF11,Domestic crops consumption
sdg/EN_MAT_DOMCMPT.PRODUCT--MF13,Domestic Wood consumption
sdg/EN_MAT_DOMCMPT.PRODUCT--MF14,Domestic Wild catch and harvest consumption
sdg/EN_MAT_DOMCMPT.PRODUCT--MF2,Domestic Metal ores consumption
sdg/EN_MAT_DOMCMPT.PRODUCT--MF3,Domestic Non-metallic minerals consumption
sdg/EN_SCP_FRMN,Number of companies publishing sustainability reports with disclosure by dimension
sdg/EN_SCP_FSHGDP,Sustainable fisheries as a proportion of GDP
sdg/ER_FFS_CMPT_GDP,Fossil-fuel subsidies as a proportion of total GDP
sdg/ER_FFS_CMPT_PC_CD,Fossil-fuel subsidies per capita
sdg/ER_H2O_FWTL,Proportion of fish stocks within biologically sustainable levels
sdg/ER_MRN_MPA,Average proportion of Marine Key Biodiversity Areas covered by protected areas
sdg/ER_PTD_FRHWTR,Average proportion of Freshwater Key Biodiversity Areas covered by protected areas
sdg/ER_PTD_MTN,Average proportion of Mountain Key Biodiversity Areas covered by protected areas
sdg/ER_PTD_TERR,Average proportion of Terrestrial Key Biodiversity Areas covered by protected areas
sdg/ER_RSK_LST,Red List Index
sdg/SH_FPL_MTMM.AGE--Y15T49__SEX--F,Proportion of females of reproductive age who have their need for family planning satisfied with modern methods
sdg/SH_STA_ANEM.AGE--Y15T49__SEX--F,Proportion of females aged 15-49 years with anaemia
sdg/SH_STA_MORT.SEX--F,Maternal mortality ratio
sdg/SH_STA_STNT.AGE--Y0T4,Proportion of children under 5 who are moderately or severely stunted
sdg/SH_STA_WAST.AGE--Y0T4,Proportion of children under 5 who are moderately or severely wasted
sdg/SI_POV_DAY1,Proportion of population below international poverty level
sdg/SI_POV_EMP1.AGE--Y_GE15,Employed population below international poverty level
sdg/SN_ITK_DEFC,Prevalence of undernourishment
sdg/SP_ACS_BSRVH2O,Proportion of population using basic drinking water services
sdg/SP_ACS_BSRVSAN,Proportion of population using basic sanitation services
sdg/SP_DYN_ADKL.AGE--Y15T19__SEX--F,Adolescent (15 to 19 years old) birth rate
StandardizedPrecipitationEvapotranspirationIndex_Atmosphere,Standardized Precipitation Evapotranspiration Index (SPEI)
StandardizedPrecipitationIndex_Atmosphere,Standardized Precipitation Index (SPI)
Temperature,Temperature
UnemploymentRate_Person,unemployment rate
UnemploymentRate_Person_Female,female unemployment rate
UnemploymentRate_Person_Male,male unemployment rate
UnemploymentRate_Person_Rural,unemployment rate for people living in rural areas
UnemploymentRate_Person_Rural_Female,unemployment rate for female living in rural areas
UnemploymentRate_Person_Rural_Male,unemployment rate for male living in rural areas
UnemploymentRate_Person_Urban,unemployment rate for person in urban areas
UnemploymentRate_Person_Urban_Female,unemployment rate for female living in urban areas
UnemploymentRate_Person_Urban_Male,unemployment rate for male living in urban areas
USStateQuarterlyIndustryGDP_NAICS_11,"Amount of GDP for Agriculture, Forestry, Fishing And Hunting"
USStateQuarterlyIndustryGDP_NAICS_21,"Amount of GDP for Mining, Quarrying, Oil Gas Extraction"
USStateQuarterlyIndustryGDP_NAICS_22,Amount of GDP for Utilities
USStateQuarterlyIndustryGDP_NAICS_23,Amount of GDP for Construction
USStateQuarterlyIndustryGDP_NAICS_311_316&322_326,Amount of GDP for Manufacturing
USStateQuarterlyIndustryGDP_NAICS_42,Amount of GDP for Wholesale Trade
USStateQuarterlyIndustryGDP_NAICS_44_45,Amount of GDP for Retail Trade
USStateQuarterlyIndustryGDP_NAICS_48_49,Amount of GDP for Transportation and Warehousing
USStateQuarterlyIndustryGDP_NAICS_51,Amount of GDP for Information
USStateQuarterlyIndustryGDP_NAICS_52,Amount of GDP for Finance and Insurance
USStateQuarterlyIndustryGDP_NAICS_53,Amount of GDP for Real Estate and Rental and Leasing
USStateQuarterlyIndustryGDP_NAICS_54,"Amount of GDP for Professional, Scientific, and Technical Services"
USStateQuarterlyIndustryGDP_NAICS_55,Amount of GDP for Management of Companies and Enterprises
USStateQuarterlyIndustryGDP_NAICS_56,"Amount of GDP for Administrative Support, Waste Management and Remediation Services"
USStateQuarterlyIndustryGDP_NAICS_61,Amount of GDP for Educational Services
USStateQuarterlyIndustryGDP_NAICS_62,Amount of GDP for Health Care and Social Assistance
USStateQuarterlyIndustryGDP_NAICS_71,"Amount of GDP for Arts, Entertainment, and Recreation"
USStateQuarterlyIndustryGDP_NAICS_72,Amount of GDP for Accommodation and Food Services
WagesAnnual_Establishment,total annual payroll amount of all establishments
WagesAnnual_Establishment_NAICSAccommodationFoodServices,total annual payroll amount of Accommodation and Food Services establishments
WagesAnnual_Establishment_NAICSAdministrativeSupportWasteManagementRemediationServices,"total annual payroll amount of Administrative Support, Waste Management and Remediation Services establishments"
WagesAnnual_Establishment_NAICSAgricultureForestryFishingHunting,"total annual payroll amount of Agriculture, Forestry, Fishing and Hunting establishments"
WagesAnnual_Establishment_NAICSArtsEntertainmentRecreation,"total annual payroll amount of Arts, Entertainment and Recreation establishments"
WagesAnnual_Establishment_NAICSConstruction,total annual payroll amount of Construction establishments
WagesAnnual_Establishment_NAICSEducationalServices,total annual payroll amount of Educational Services establishments
WagesAnnual_Establishment_NAICSFinanceInsurance,total annual payroll amount of Finance and Insurance establishments
WagesAnnual_Establishment_NAICSHealthCareSocialAssistance,total annual payroll amount of Health Care and Social Assistance establishments
dc/ck1ksqd8rgps6,total annual payroll amount of Heavy and Civil Engineering Construction establishments
WagesAnnual_Establishment_NAICSInformation,total annual payroll amount of Information establishments
WagesAnnual_Establishment_NAICSManagementOfCompaniesEnterprises,total annual payroll amount of Management of Companies and Enterprises establishments
WagesAnnual_Establishment_NAICSManufacturing,total annual payroll amount of Manufacturing establishments
WagesAnnual_Establishment_NAICSMiningQuarryingOilGasExtraction,"total annual payroll amount of Mining, Quarrying, and Oil and Gas Extraction establishments"
WagesAnnual_Establishment_NAICSNonclassifiable,total annual payroll amount of Nonclassifiable establishments
WagesAnnual_Establishment_NAICSOtherServices,total annual payroll amount of Other Services establishments
WagesAnnual_Establishment_NAICSProfessionalScientificTechnicalServices,"total annual payroll amount of Professional, Scientific, and Technical Services establishments"
WagesAnnual_Establishment_NAICSRealEstateRentalLeasing,total annual payroll amount of Real Estate and Rental and Leasing establishments
dc/msz3yy4p50yyf,"total annual payroll amount of Research and Development in the Physical, Engineering, and Life Sciences establishments"
dc/j5fv028n7nhe4,total annual payroll amount of Residential Building Construction establishments
WagesAnnual_Establishment_NAICSRetailTrade,total annual payroll amount of Retail Trade establishments
WagesAnnual_Establishment_NAICSTransportationWarehousing,total annual payroll amount of Transportation and Warehousing establishments
WagesAnnual_Establishment_NAICSUtilities,total annual payroll amount of Utilities establishments
WagesAnnual_Establishment_NAICSWholesaleTrade,total annual payroll amount of Wholesale Trade
WagesTotal_Worker_NAICSAccommodationFoodServices,Total Wages of Workers in the Accommodation and Food Services Industry
WagesTotal_Worker_NAICSAdministrativeSupportWasteManagementRemediationServices,Total Wages of Workers in the Administrative and Support and Waste Management Services Industry
WagesTotal_Worker_NAICSAgricultureForestryFishingHunting,"Total wages of workers in the agriculture, forestry, fishing, & hunting industry"
dc/4ky4sj05bw4nd,total wages of Air Transportation workers
dc/lygznlxpkj318,total wages of Apparel Manufacturing workers
WagesTotal_Worker_NAICSArtsEntertainmentRecreation,"total wages of Arts, Entertainment, and Recreation workers"
dc/9kk3vkzn5v0fb,total wages of Beverage and Tobacco Product Manufacturing workers
dc/8lqwvg8m9x7z8,total wages of Cattle Ranching and Farming workers
dc/rfdrfdc164y3b,total wages of Chemical Manufacturing workers
WagesTotal_Worker_NAICSConstruction,total wages of Construction workers
dc/95gev5g99r7nc,total wages of Couriers and Messengers workers
WagesTotal_Worker_NAICSEducationalServices,total wages of Educational Services workers
WagesTotal_Worker_NAICSFinanceInsurance,total wages of Finance and Insurance workers
dc/jngmh68j9z4q,total wages of Food Manufacturing workers
dc/dchdrg93spxkf,total wages of General Merchandise Stores workers
WagesTotal_Worker_NAICSGoodsProducing,total wages of Goods Producing workers
WagesTotal_Worker_NAICSHealthCareSocialAssistance,total wages of Health Care and Social Assistance workers
WagesTotal_Worker_NAICSInformation,total wages of Information workers
dc/fetj39pqls2df,total wages of Leather and Allied Product Manufacturing workers
WagesTotal_Worker_NAICSManagementOfCompaniesEnterprises,total wages of workers in Management of Companies and Enterprises
dc/wzz9t818m1gk8,total wages of workers in Manufacturing
WagesTotal_Worker_NAICSMiningQuarryingOilGasExtraction,"total wages of workers in Mining, Quarrying, and Oil and Gas Extraction"
dc/6ets5evke9mw5,total wages of workers in Miscellaneous Store Retailers
WagesTotal_Worker_NAICSNonclassifiable,total wages of workers in Nonclassifiable Establishments
dc/yxxs3hh2g2shd,total wages of workers in Nonmetallic Mineral Product Manufacturing
dc/8pxklrk2q6453,total wages of workers in Nonstore Retailers
dc/kl7t3p3de7tlh,total wages of workers in Paper Manufacturing
dc/8cssekvykhys5,total wages of workers in Petroleum and Coal Products Manufacturing
dc/n0m3e2r3pxb21,total wages of workers in Pipeline Transportation
dc/9yj0bdp6s4ml5,total wages of workers in Plastics and Rubber Products Manufacturing
dc/ntpwcslsbjfc8,total wages of workers in Postal Service
dc/wv0mr2t2f5rj9,total wages of workers in Printing and Related Support Activities
WagesTotal_Worker_NAICSProfessionalScientificTechnicalServices,"total wages of workers in Professional, Scientific, and Technical Services"
WagesTotal_Worker_NAICSPublicAdministration,total wages of workers in Public Administration
dc/ksynl8pj8w5t5,total wages of workers in Rail Transportation
WagesTotal_Worker_NAICSRealEstateRentalLeasing,total wages of workers in Real Estate and Rental and Leasing
dc/dxcbt2knrsgg9,total wages of workers in Retail Trade
dc/qgpqqfzwz03d,total wages of workers in Scenic and Sightseeing Transportation
WagesTotal_Worker_NAICSServiceProviding,total wages of workers in Service Providing
dc/k4grzkjq201xh,"total wages of workers in Sporting Goods, Hobby, Musical Instrument, and Book Stores"
